,strain,contig
3932,Cryptococcus_neoformans_draft_genome.fasta,>24032 161 554
3933,Cryptococcus_neoformans_draft_genome.fasta,>24051 161 459
3934,Cryptococcus_neoformans_draft_genome.fasta,>24058 161 497
3935,Cryptococcus_neoformans_draft_genome.fasta,>24122 161 499
3936,Cryptococcus_neoformans_draft_genome.fasta,>24126 161 3114
3937,Cryptococcus_neoformans_draft_genome.fasta,>24128 161 1048
3938,Cryptococcus_neoformans_draft_genome.fasta,>24218 161 1017
3939,Cryptococcus_neoformans_draft_genome.fasta,>24219 161 664
3940,Cryptococcus_neoformans_draft_genome.fasta,>24279 161 1037
3941,Cryptococcus_neoformans_draft_genome.fasta,>24386 161 4311
3942,Cryptococcus_neoformans_draft_genome.fasta,>24438 161 443
3943,Cryptococcus_neoformans_draft_genome.fasta,>24447 161 416
3944,Cryptococcus_neoformans_draft_genome.fasta,>24449 161 560
3945,Cryptococcus_neoformans_draft_genome.fasta,>24499 161 447
3946,Cryptococcus_neoformans_draft_genome.fasta,>24503 161 1386
3947,Cryptococcus_neoformans_draft_genome.fasta,>24510 161 458
3948,Cryptococcus_neoformans_draft_genome.fasta,>24525 161 1059
3949,Cryptococcus_neoformans_draft_genome.fasta,>24686 161 579
3950,Cryptococcus_neoformans_draft_genome.fasta,>24780 161 655
3951,Cryptococcus_neoformans_draft_genome.fasta,>24784 161 1348
3952,Cryptococcus_neoformans_draft_genome.fasta,>24812 161 415
3953,Cryptococcus_neoformans_draft_genome.fasta,>24838 161 1222
3954,Cryptococcus_neoformans_draft_genome.fasta,>24889 161 512
3955,Cryptococcus_neoformans_draft_genome.fasta,>24909 161 2784
3956,Cryptococcus_neoformans_draft_genome.fasta,>24915 161 897
3957,Cryptococcus_neoformans_draft_genome.fasta,>24921 161 514
3958,Cryptococcus_neoformans_draft_genome.fasta,>24975 161 952
3959,Cryptococcus_neoformans_draft_genome.fasta,>25027 161 4090
3960,Cryptococcus_neoformans_draft_genome.fasta,>25122 161 1562
3961,Cryptococcus_neoformans_draft_genome.fasta,>25140 161 432
3962,Cryptococcus_neoformans_draft_genome.fasta,>25148 161 534
3963,Cryptococcus_neoformans_draft_genome.fasta,>25153 161 467
3964,Cryptococcus_neoformans_draft_genome.fasta,>25220 161 667
3965,Cryptococcus_neoformans_draft_genome.fasta,>25293 161 1286
3966,Cryptococcus_neoformans_draft_genome.fasta,>25319 161 1033
3967,Cryptococcus_neoformans_draft_genome.fasta,>25320 161 12415
3968,Cryptococcus_neoformans_draft_genome.fasta,>25400 161 1050
3969,Cryptococcus_neoformans_draft_genome.fasta,>25501 161 484
3970,Cryptococcus_neoformans_draft_genome.fasta,>25524 161 1222
3971,Cryptococcus_neoformans_draft_genome.fasta,>25586 161 598
3972,Cryptococcus_neoformans_draft_genome.fasta,>25615 161 983
3973,Cryptococcus_neoformans_draft_genome.fasta,>25658 161 596
3974,Cryptococcus_neoformans_draft_genome.fasta,>25688 161 450
3975,Cryptococcus_neoformans_draft_genome.fasta,>25695 161 2344
3976,Cryptococcus_neoformans_draft_genome.fasta,>25718 161 623
3977,Cryptococcus_neoformans_draft_genome.fasta,>25754 161 561
3978,Cryptococcus_neoformans_draft_genome.fasta,>25802 161 673
3979,Cryptococcus_neoformans_draft_genome.fasta,>25882 161 768
3980,Cryptococcus_neoformans_draft_genome.fasta,>25955 161 469
3981,Cryptococcus_neoformans_draft_genome.fasta,>25959 161 1130
3982,Cryptococcus_neoformans_draft_genome.fasta,>25972 161 3225
3983,Cryptococcus_neoformans_draft_genome.fasta,>25999 161 589
3984,Cryptococcus_neoformans_draft_genome.fasta,>26078 161 890
3985,Cryptococcus_neoformans_draft_genome.fasta,>26142 161 767
3986,Cryptococcus_neoformans_draft_genome.fasta,>26179 161 466
3987,Cryptococcus_neoformans_draft_genome.fasta,>26201 161 462
3988,Cryptococcus_neoformans_draft_genome.fasta,>26285 161 610
3989,Cryptococcus_neoformans_draft_genome.fasta,>26289 161 486
3990,Cryptococcus_neoformans_draft_genome.fasta,>26294 161 884
3991,Cryptococcus_neoformans_draft_genome.fasta,>26296 161 1485
3992,Cryptococcus_neoformans_draft_genome.fasta,>26325 161 4017
3993,Cryptococcus_neoformans_draft_genome.fasta,>26366 161 932
3994,Cryptococcus_neoformans_draft_genome.fasta,>26368 161 1135
3995,Cryptococcus_neoformans_draft_genome.fasta,>26404 161 979
3996,Cryptococcus_neoformans_draft_genome.fasta,>26479 161 477
3997,Cryptococcus_neoformans_draft_genome.fasta,>26530 161 480
3998,Cryptococcus_neoformans_draft_genome.fasta,>26552 161 1203
3999,Cryptococcus_neoformans_draft_genome.fasta,>26722 161 1029
4000,Cryptococcus_neoformans_draft_genome.fasta,>26725 161 1161
4001,Cryptococcus_neoformans_draft_genome.fasta,>26741 161 1120
4002,Cryptococcus_neoformans_draft_genome.fasta,>26814 161 675
4003,Cryptococcus_neoformans_draft_genome.fasta,>26852 161 530
4004,Cryptococcus_neoformans_draft_genome.fasta,>26883 161 1072
4005,Cryptococcus_neoformans_draft_genome.fasta,>26974 161 532
4006,Cryptococcus_neoformans_draft_genome.fasta,>26979 161 511
4007,Cryptococcus_neoformans_draft_genome.fasta,>27008 161 2406
4008,Cryptococcus_neoformans_draft_genome.fasta,>27038 161 585
4009,Cryptococcus_neoformans_draft_genome.fasta,>27069 161 435
4010,Cryptococcus_neoformans_draft_genome.fasta,>27076 161 1247
4011,Cryptococcus_neoformans_draft_genome.fasta,>27086 161 619
4012,Cryptococcus_neoformans_draft_genome.fasta,>27189 161 440
4013,Cryptococcus_neoformans_draft_genome.fasta,>27197 161 606
4014,Cryptococcus_neoformans_draft_genome.fasta,>27221 161 518
4015,Cryptococcus_neoformans_draft_genome.fasta,>27262 161 813
4016,Cryptococcus_neoformans_draft_genome.fasta,>27281 161 1027
4017,Cryptococcus_neoformans_draft_genome.fasta,>27363 161 444
4018,Cryptococcus_neoformans_draft_genome.fasta,>27367 161 593
4019,Cryptococcus_neoformans_draft_genome.fasta,>27394 161 470
4020,Cryptococcus_neoformans_draft_genome.fasta,>27409 161 563
4021,Cryptococcus_neoformans_draft_genome.fasta,>27455 161 522
4022,Cryptococcus_neoformans_draft_genome.fasta,>27465 161 988
4023,Cryptococcus_neoformans_draft_genome.fasta,>27482 161 1044
4024,Cryptococcus_neoformans_draft_genome.fasta,>27550 161 562
4025,Cryptococcus_neoformans_draft_genome.fasta,>27596 161 1134
4026,Cryptococcus_neoformans_draft_genome.fasta,>27656 161 611
4027,Cryptococcus_neoformans_draft_genome.fasta,>27679 161 858
4028,Cryptococcus_neoformans_draft_genome.fasta,>27692 161 993
4029,Cryptococcus_neoformans_draft_genome.fasta,>27745 161 2331
4030,Cryptococcus_neoformans_draft_genome.fasta,>27756 161 492
4031,Cryptococcus_neoformans_draft_genome.fasta,>27783 161 1257
4032,Cryptococcus_neoformans_draft_genome.fasta,>27830 161 1120
4033,Cryptococcus_neoformans_draft_genome.fasta,>27836 161 635
4034,Cryptococcus_neoformans_draft_genome.fasta,>27864 161 430
4035,Cryptococcus_neoformans_draft_genome.fasta,>27866 161 808
4036,Cryptococcus_neoformans_draft_genome.fasta,>27888 161 930
4037,Cryptococcus_neoformans_draft_genome.fasta,>27916 161 420
4038,Cryptococcus_neoformans_draft_genome.fasta,>27928 161 640
4039,Cryptococcus_neoformans_draft_genome.fasta,>27951 161 841
4040,Cryptococcus_neoformans_draft_genome.fasta,>27981 161 528
4041,Cryptococcus_neoformans_draft_genome.fasta,>28025 161 572
4042,Cryptococcus_neoformans_draft_genome.fasta,>28058 161 1245
4043,Cryptococcus_neoformans_draft_genome.fasta,>28075 161 640
4044,Cryptococcus_neoformans_draft_genome.fasta,>28172 161 527
4045,Cryptococcus_neoformans_draft_genome.fasta,>28251 161 795
4046,Cryptococcus_neoformans_draft_genome.fasta,>28312 161 13545
4047,Cryptococcus_neoformans_draft_genome.fasta,>28314 161 965
4048,Cryptococcus_neoformans_draft_genome.fasta,>28337 161 655
4049,Cryptococcus_neoformans_draft_genome.fasta,>28434 161 1158
4050,Cryptococcus_neoformans_draft_genome.fasta,>28507 161 860
4051,Cryptococcus_neoformans_draft_genome.fasta,>28508 161 550
4052,Cryptococcus_neoformans_draft_genome.fasta,>28624 161 454
4053,Cryptococcus_neoformans_draft_genome.fasta,>28674 161 1152
4054,Cryptococcus_neoformans_draft_genome.fasta,>28780 161 620
4055,Cryptococcus_neoformans_draft_genome.fasta,>28820 161 1193
4056,Cryptococcus_neoformans_draft_genome.fasta,>28930 161 679
4057,Cryptococcus_neoformans_draft_genome.fasta,>28983 161 1294
4058,Cryptococcus_neoformans_draft_genome.fasta,>29038 161 1369
4059,Cryptococcus_neoformans_draft_genome.fasta,>29063 161 406
4060,Cryptococcus_neoformans_draft_genome.fasta,>29096 161 805
4061,Cryptococcus_neoformans_draft_genome.fasta,>29179 161 581
4062,Cryptococcus_neoformans_draft_genome.fasta,>33088 161 0 920- 31873+ -80
4063,Cryptococcus_neoformans_draft_genome.fasta,>33095 161 0 1385- 18137+ -79
4064,Cryptococcus_neoformans_draft_genome.fasta,>33127 161 0 3162- 25029- -80
4065,Cryptococcus_neoformans_draft_genome.fasta,>33149 161 0 4344+ 8502+ -80
4066,Cryptococcus_neoformans_draft_genome.fasta,>33151 161 0 4436+ 27143+ -77
4067,Cryptococcus_neoformans_draft_genome.fasta,>33170 161 0 5898+ 31565+ -80
4068,Cryptococcus_neoformans_draft_genome.fasta,>33230 161 0 9196- 32938+ -80
4069,Cryptococcus_neoformans_draft_genome.fasta,>33254 161 0 10619+ 32634- -80
4070,Cryptococcus_neoformans_draft_genome.fasta,>33261 161 0 10801+ 32772+ -80
4071,Cryptococcus_neoformans_draft_genome.fasta,>33265 161 0 10935- 30525- -80
4072,Cryptococcus_neoformans_draft_genome.fasta,>33286 161 0 12532- 28567- -73
4073,Cryptococcus_neoformans_draft_genome.fasta,>33317 161 0 15290- 31876+ -69
4074,Cryptococcus_neoformans_draft_genome.fasta,>33357 161 0 17670- 24871+ -80
4075,Cryptococcus_neoformans_draft_genome.fasta,>33381 161 0 19343- 29975- -65
4076,Cryptococcus_neoformans_draft_genome.fasta,>33391 161 0 19634+ 32428+ -80
4077,Cryptococcus_neoformans_draft_genome.fasta,>33467 161 0 26316- 28415- -80
4078,Cryptococcus_neoformans_draft_genome.fasta,>33607 161 0 31395+ 31548- -80
4079,Cryptococcus_neoformans_draft_genome.fasta,>1450 160 426
4080,Cryptococcus_neoformans_draft_genome.fasta,>3199 160 510
4081,Cryptococcus_neoformans_draft_genome.fasta,>4640 160 775
4082,Cryptococcus_neoformans_draft_genome.fasta,>4841 160 572
4083,Cryptococcus_neoformans_draft_genome.fasta,>5473 160 580
4084,Cryptococcus_neoformans_draft_genome.fasta,>5990 160 708
4085,Cryptococcus_neoformans_draft_genome.fasta,>6597 160 1242
4086,Cryptococcus_neoformans_draft_genome.fasta,>6604 160 678
4087,Cryptococcus_neoformans_draft_genome.fasta,>6671 160 616
4088,Cryptococcus_neoformans_draft_genome.fasta,>7328 160 1375
4089,Cryptococcus_neoformans_draft_genome.fasta,>7549 160 1098
4090,Cryptococcus_neoformans_draft_genome.fasta,>8067 160 489
4091,Cryptococcus_neoformans_draft_genome.fasta,>8227 160 845
4092,Cryptococcus_neoformans_draft_genome.fasta,>8779 160 1134
4093,Cryptococcus_neoformans_draft_genome.fasta,>9958 160 2603
4094,Cryptococcus_neoformans_draft_genome.fasta,>10040 160 873
4095,Cryptococcus_neoformans_draft_genome.fasta,>10677 160 1592
4096,Cryptococcus_neoformans_draft_genome.fasta,>10932 160 901
4097,Cryptococcus_neoformans_draft_genome.fasta,>11824 160 526
4098,Cryptococcus_neoformans_draft_genome.fasta,>12000 160 558
4099,Cryptococcus_neoformans_draft_genome.fasta,>12312 160 1257
4100,Cryptococcus_neoformans_draft_genome.fasta,>13353 160 892
4101,Cryptococcus_neoformans_draft_genome.fasta,>13644 160 1160
4102,Cryptococcus_neoformans_draft_genome.fasta,>14453 160 635
4103,Cryptococcus_neoformans_draft_genome.fasta,>15417 160 13433
4104,Cryptococcus_neoformans_draft_genome.fasta,>15622 160 559
4105,Cryptococcus_neoformans_draft_genome.fasta,>16414 160 1202
4106,Cryptococcus_neoformans_draft_genome.fasta,>16652 160 22543
4107,Cryptococcus_neoformans_draft_genome.fasta,>17206 160 1237
4108,Cryptococcus_neoformans_draft_genome.fasta,>17521 160 787
4109,Cryptococcus_neoformans_draft_genome.fasta,>18125 160 3448
4110,Cryptococcus_neoformans_draft_genome.fasta,>19568 160 802
4111,Cryptococcus_neoformans_draft_genome.fasta,>19575 160 461
4112,Cryptococcus_neoformans_draft_genome.fasta,>19794 160 620
4113,Cryptococcus_neoformans_draft_genome.fasta,>20418 160 1062
4114,Cryptococcus_neoformans_draft_genome.fasta,>22810 160 565
4115,Cryptococcus_neoformans_draft_genome.fasta,>23340 160 632
4116,Cryptococcus_neoformans_draft_genome.fasta,>24820 160 428
4117,Cryptococcus_neoformans_draft_genome.fasta,>25240 160 632
4118,Cryptococcus_neoformans_draft_genome.fasta,>25591 160 1317
4119,Cryptococcus_neoformans_draft_genome.fasta,>26162 160 935
4120,Cryptococcus_neoformans_draft_genome.fasta,>26926 160 710
4121,Cryptococcus_neoformans_draft_genome.fasta,>27251 160 865
4122,Cryptococcus_neoformans_draft_genome.fasta,>28066 160 434
4123,Cryptococcus_neoformans_draft_genome.fasta,>28092 160 666
4124,Cryptococcus_neoformans_draft_genome.fasta,>74 159 625
4125,Cryptococcus_neoformans_draft_genome.fasta,>213 159 484
4126,Cryptococcus_neoformans_draft_genome.fasta,>746 159 625
4127,Cryptococcus_neoformans_draft_genome.fasta,>1261 159 634
4128,Cryptococcus_neoformans_draft_genome.fasta,>1315 159 674
4129,Cryptococcus_neoformans_draft_genome.fasta,>2189 159 506
4130,Cryptococcus_neoformans_draft_genome.fasta,>4018 159 1221
4131,Cryptococcus_neoformans_draft_genome.fasta,>4162 159 969
4132,Cryptococcus_neoformans_draft_genome.fasta,>4501 159 466
4133,Cryptococcus_neoformans_draft_genome.fasta,>4522 159 1554
4134,Cryptococcus_neoformans_draft_genome.fasta,>5306 159 483
4135,Cryptococcus_neoformans_draft_genome.fasta,>5833 159 1020
4136,Cryptococcus_neoformans_draft_genome.fasta,>6272 159 441
4137,Cryptococcus_neoformans_draft_genome.fasta,>6702 159 557
4138,Cryptococcus_neoformans_draft_genome.fasta,>6755 159 476
4139,Cryptococcus_neoformans_draft_genome.fasta,>6872 159 557
4140,Cryptococcus_neoformans_draft_genome.fasta,>7406 159 936
4141,Cryptococcus_neoformans_draft_genome.fasta,>7760 159 1168
4142,Cryptococcus_neoformans_draft_genome.fasta,>7832 159 409
4143,Cryptococcus_neoformans_draft_genome.fasta,>8046 159 567
4144,Cryptococcus_neoformans_draft_genome.fasta,>8609 159 1887
4145,Cryptococcus_neoformans_draft_genome.fasta,>8626 159 1666
4146,Cryptococcus_neoformans_draft_genome.fasta,>9097 159 2266
4147,Cryptococcus_neoformans_draft_genome.fasta,>9450 159 1017
4148,Cryptococcus_neoformans_draft_genome.fasta,>9674 159 500
4149,Cryptococcus_neoformans_draft_genome.fasta,>9970 159 612
4150,Cryptococcus_neoformans_draft_genome.fasta,>10360 159 1305
4151,Cryptococcus_neoformans_draft_genome.fasta,>10785 159 486
4152,Cryptococcus_neoformans_draft_genome.fasta,>11429 159 454
4153,Cryptococcus_neoformans_draft_genome.fasta,>11634 159 1131
4154,Cryptococcus_neoformans_draft_genome.fasta,>11898 159 1107
4155,Cryptococcus_neoformans_draft_genome.fasta,>12086 159 558
4156,Cryptococcus_neoformans_draft_genome.fasta,>13846 159 1235
4157,Cryptococcus_neoformans_draft_genome.fasta,>14950 159 571
4158,Cryptococcus_neoformans_draft_genome.fasta,>15272 159 467
4159,Cryptococcus_neoformans_draft_genome.fasta,>17056 159 821
4160,Cryptococcus_neoformans_draft_genome.fasta,>17339 159 521
4161,Cryptococcus_neoformans_draft_genome.fasta,>18336 159 396
4162,Cryptococcus_neoformans_draft_genome.fasta,>18387 159 1222
4163,Cryptococcus_neoformans_draft_genome.fasta,>18487 159 11666
4164,Cryptococcus_neoformans_draft_genome.fasta,>19341 159 13202
4165,Cryptococcus_neoformans_draft_genome.fasta,>19641 159 515
4166,Cryptococcus_neoformans_draft_genome.fasta,>19784 159 1215
4167,Cryptococcus_neoformans_draft_genome.fasta,>19988 159 840
4168,Cryptococcus_neoformans_draft_genome.fasta,>20415 159 3988
4169,Cryptococcus_neoformans_draft_genome.fasta,>20524 159 605
4170,Cryptococcus_neoformans_draft_genome.fasta,>21466 159 590
4171,Cryptococcus_neoformans_draft_genome.fasta,>21673 159 402
4172,Cryptococcus_neoformans_draft_genome.fasta,>21911 159 622
4173,Cryptococcus_neoformans_draft_genome.fasta,>21915 159 2568
4174,Cryptococcus_neoformans_draft_genome.fasta,>25297 159 410
4175,Cryptococcus_neoformans_draft_genome.fasta,>25346 159 559
4176,Cryptococcus_neoformans_draft_genome.fasta,>26040 159 932
4177,Cryptococcus_neoformans_draft_genome.fasta,>26313 159 8910
4178,Cryptococcus_neoformans_draft_genome.fasta,>26497 159 975
4179,Cryptococcus_neoformans_draft_genome.fasta,>26638 159 806
4180,Cryptococcus_neoformans_draft_genome.fasta,>26781 159 546
4181,Cryptococcus_neoformans_draft_genome.fasta,>26986 159 911
4182,Cryptococcus_neoformans_draft_genome.fasta,>27273 159 1076
4183,Cryptococcus_neoformans_draft_genome.fasta,>27712 159 984
4184,Cryptococcus_neoformans_draft_genome.fasta,>28440 159 640
4185,Cryptococcus_neoformans_draft_genome.fasta,>28451 159 910
4186,Cryptococcus_neoformans_draft_genome.fasta,>28851 159 503
4187,Cryptococcus_neoformans_draft_genome.fasta,>29211 159 1254
4188,Cryptococcus_neoformans_draft_genome.fasta,>18 158 1007
4189,Cryptococcus_neoformans_draft_genome.fasta,>247 158 739
4190,Cryptococcus_neoformans_draft_genome.fasta,>535 158 975
4191,Cryptococcus_neoformans_draft_genome.fasta,>682 158 11697
4192,Cryptococcus_neoformans_draft_genome.fasta,>1751 158 781
4193,Cryptococcus_neoformans_draft_genome.fasta,>2285 158 454
4194,Cryptococcus_neoformans_draft_genome.fasta,>2524 158 1054
4195,Cryptococcus_neoformans_draft_genome.fasta,>2748 158 456
4196,Cryptococcus_neoformans_draft_genome.fasta,>2934 158 631
4197,Cryptococcus_neoformans_draft_genome.fasta,>3567 158 665
4198,Cryptococcus_neoformans_draft_genome.fasta,>3674 158 459
4199,Cryptococcus_neoformans_draft_genome.fasta,>4005 158 2102
4200,Cryptococcus_neoformans_draft_genome.fasta,>4262 158 554
4201,Cryptococcus_neoformans_draft_genome.fasta,>4973 158 521
4202,Cryptococcus_neoformans_draft_genome.fasta,>5195 158 685
4203,Cryptococcus_neoformans_draft_genome.fasta,>5207 158 964
4204,Cryptococcus_neoformans_draft_genome.fasta,>5426 158 587
4205,Cryptococcus_neoformans_draft_genome.fasta,>5720 158 1198
4206,Cryptococcus_neoformans_draft_genome.fasta,>6704 158 645
4207,Cryptococcus_neoformans_draft_genome.fasta,>6823 158 397
4208,Cryptococcus_neoformans_draft_genome.fasta,>6846 158 587
4209,Cryptococcus_neoformans_draft_genome.fasta,>7221 158 595
4210,Cryptococcus_neoformans_draft_genome.fasta,>8065 158 447
4211,Cryptococcus_neoformans_draft_genome.fasta,>8301 158 867
4212,Cryptococcus_neoformans_draft_genome.fasta,>8654 158 17088
4213,Cryptococcus_neoformans_draft_genome.fasta,>8714 158 1601
4214,Cryptococcus_neoformans_draft_genome.fasta,>9243 158 871
4215,Cryptococcus_neoformans_draft_genome.fasta,>9428 158 1004
4216,Cryptococcus_neoformans_draft_genome.fasta,>9433 158 426
4217,Cryptococcus_neoformans_draft_genome.fasta,>9667 158 408
4218,Cryptococcus_neoformans_draft_genome.fasta,>10010 158 657
4219,Cryptococcus_neoformans_draft_genome.fasta,>11458 158 476
4220,Cryptococcus_neoformans_draft_genome.fasta,>11597 158 2795
4221,Cryptococcus_neoformans_draft_genome.fasta,>11929 158 4815
4222,Cryptococcus_neoformans_draft_genome.fasta,>12048 158 71650
4223,Cryptococcus_neoformans_draft_genome.fasta,>12301 158 509
4224,Cryptococcus_neoformans_draft_genome.fasta,>12324 158 503
4225,Cryptococcus_neoformans_draft_genome.fasta,>12503 158 425
4226,Cryptococcus_neoformans_draft_genome.fasta,>12595 158 509
4227,Cryptococcus_neoformans_draft_genome.fasta,>12662 158 1002
4228,Cryptococcus_neoformans_draft_genome.fasta,>12665 158 836
4229,Cryptococcus_neoformans_draft_genome.fasta,>13544 158 926
4230,Cryptococcus_neoformans_draft_genome.fasta,>13912 158 1196
4231,Cryptococcus_neoformans_draft_genome.fasta,>13987 158 995
4232,Cryptococcus_neoformans_draft_genome.fasta,>14011 158 563
4233,Cryptococcus_neoformans_draft_genome.fasta,>14066 158 397
